ACC.0038                        CUSD000000004007664000000000139125000000000000100
ACC.0033                        CKRW000000007718372000000000000001000000000000001
ACC.0029                        CJPY000000006522775000000000000905000000000000100
ACC.0007                        CKRW000000003638101000000000000001000000000000001
ACC.0019                        CJPY000000002377876000000000000905000000000000100
ACC.0016                        CKRW000000003041027000000000000001000000000000001
ACC.0023                        DKRW000000004462601000000000000001000000000000001
ACC.0031                        DUSD000000002636018000000000139125000000000000100
ACC.0023                        DUSD000000005196170000000000139125000000000000100
ACC.0023                        DJPY000000008157652000000000000905000000000000100
ACC.0021                        CKRW000000004738216000000000000001000000000000001
ACC.0001                        CKRW000000004029835000000000000001000000000000001
ACC.0005                        CKRW000000006686981000000000000001000000000000001
ACC.0008                        DEUR000000005507235000000000151980000000000000100
ACC.0025                        DUSD000000007217134000000000139125000000000000100
ACC.0039                        DEUR000000002614029000000000151980000000000000100
ACC.0034                        CJPY000000004469078000000000000905000000000000100
ACC.0026                        DUSD000000002362335000000000139125000000000000100
ACC.0027                        CJPY000000006403838000000000000905000000000000100
ACC.0036                        CKRW000000007102939000000000000001000000000000001
ACC.0011                        CUSD000000003313999000000000139125000000000000100
ACC.0001                        CKRW000000003504200000000000000001000000000000001
ACC.0004                        CKRW000000005291881000000000000001000000000000001
ACC.0018                        DKRW000000008506533000000000000001000000000000001
ACC.0017                        CKRW000000006448779000000000000001000000000000001
ACC.0008                        CJPY000000008056625000000000000905000000000000100
ACC.0025                        DUSD000000007092707000000000139125000000000000100
ACC.0038                        CKRW000000008406788000000000000001000000000000001
ACC.0010                        CJPY000000008094577000000000000905000000000000100
ACC.0032                        DUSD000000005248584000000000139125000000000000100
ACC.0001                        CUSD000000003130721000000000139125000000000000100
ACC.0005                        DUSD000000005843254000000000139125000000000000100
ACC.0001                        CUSD000000003287795000000000139125000000000000100
ACC.0019                        DEUR000000006614737000000000151980000000000000100
ACC.0037                        DUSD000000006346488000000000139125000000000000100
ACC.0011                        CJPY000000009331291000000000000905000000000000100
ACC.0020                        CKRW000000005800923000000000000001000000000000001
ACC.0038                        CKRW000000006605146000000000000001000000000000001
ACC.0025                        DJPY000000000450579000000000000905000000000000100
ACC.0005                        DJPY000000005930662000000000000905000000000000100
ACC.0006                        CKRW000000006733262000000000000001000000000000001
ACC.0020                        DJPY000000004416225000000000000905000000000000100
ACC.0030                        DKRW000000009492284000000000000001000000000000001
ACC.0022                        CEUR000000002567296000000000151980000000000000100
ACC.0027                        DJPY000000008372502000000000000905000000000000100
ACC.0027                        CEUR000000004801368000000000151980000000000000100
ACC.0004                        CJPY000000003140353000000000000905000000000000100
ACC.0023                        CKRW000000008800504000000000000001000000000000001
ACC.0040                        CJPY000000003259951000000000000905000000000000100
ACC.0005                        CKRW000000000007435000000000000001000000000000001
ACC.0030                        DUSD000000008200786000000000139125000000000000100
ACC.0010                        DJPY000000007482167000000000000905000000000000100
ACC.0021                        DJPY000000009192957000000000000905000000000000100
ACC.0035                        CJPY000000009649990000000000000905000000000000100
ACC.0024                        DEUR000000000256891000000000151980000000000000100
ACC.0024                        DUSD000000004966697000000000139125000000000000100
ACC.0014                        DJPY000000001126727000000000000905000000000000100
ACC.0026                        DJPY000000001407601000000000000905000000000000100
ACC.0031                        DKRW000000003139973000000000000001000000000000001
ACC.0002                        DEUR000000009140780000000000151980000000000000100
ACC.0017                        DUSD000000000596887000000000139125000000000000100
ACC.0022                        DEUR000000005806813000000000151980000000000000100
ACC.0018                        CEUR000000005501059000000000151980000000000000100
ACC.0017                        DKRW000000003414020000000000000001000000000000001
ACC.0023                        CJPY000000003135816000000000000905000000000000100
ACC.0006                        CJPY000000002847826000000000000905000000000000100
ACC.0004                        DUSD000000006605244000000000139125000000000000100
ACC.0038                        CKRW000000008699435000000000000001000000000000001
ACC.0039                        DJPY000000003548305000000000000905000000000000100
ACC.0020                        DUSD000000008051974000000000139125000000000000100
ACC.0015                        DUSD000000002924907000000000139125000000000000100
ACC.0023                        DUSD000000008417226000000000139125000000000000100
ACC.0012                        DJPY000000006840783000000000000905000000000000100
ACC.0033                        CKRW000000003108764000000000000001000000000000001
ACC.0028                        DUSD000000009426307000000000139125000000000000100
ACC.0019                        CKRW000000007160639000000000000001000000000000001
ACC.0019                        CEUR000000006158693000000000151980000000000000100
ACC.0013                        DJPY000000007606790000000000000905000000000000100
ACC.0021                        CUSD000000007761552000000000139125000000000000100
ACC.0040                        DUSD000000007023370000000000139125000000000000100
ACC.0005                        CUSD000000009698884000000000139125000000000000100
ACC.0005                        CJPY000000000803658000000000000905000000000000100
ACC.0035                        DUSD000000006087663000000000139125000000000000100
ACC.0007                        CEUR000000004846904000000000151980000000000000100
ACC.0012                        DKRW000000004489428000000000000001000000000000001
ACC.0025                        DJPY000000002910069000000000000905000000000000100
ACC.0006                        CUSD000000001221316000000000139125000000000000100
ACC.0037                        CJPY000000007424125000000000000905000000000000100
ACC.0005                        DUSD000000009308967000000000139125000000000000100
ACC.0003                        DKRW000000005634421000000000000001000000000000001
ACC.0036                        CUSD000000003514296000000000139125000000000000100
ACC.0019                        CJPY000000008797365000000000000905000000000000100
ACC.0023                        DUSD000000009268728000000000139125000000000000100
ACC.0019                        DKRW000000008611126000000000000001000000000000001
ACC.0034                        DKRW000000008181050000000000000001000000000000001
ACC.0019                        CKRW000000001324378000000000000001000000000000001
ACC.0040                        DJPY000000002165413000000000000905000000000000100
ACC.0018                        CUSD000000000624652000000000139125000000000000100
ACC.0024                        DKRW000000006631907000000000000001000000000000001
ACC.0015                        CEUR000000005139534000000000151980000000000000100
ACC.0017                        CJPY000000006029389000000000000905000000000000100
ACC.0027                        DKRW000000007104180000000000000001000000000000001
ACC.0016                        DEUR000000001650219000000000151980000000000000100
ACC.0022                        CKRW000000005550802000000000000001000000000000001
ACC.0035                        DUSD000000006359916000000000139125000000000000100
ACC.0004                        DUSD000000006122063000000000139125000000000000100
ACC.0023                        CJPY000000004855552000000000000905000000000000100
ACC.0026                        DEUR000000001791892000000000151980000000000000100
ACC.0040                        CKRW000000002159685000000000000001000000000000001
ACC.0033                        DKRW000000005349133000000000000001000000000000001
ACC.0027                        DKRW000000008104587000000000000001000000000000001
ACC.0023                        DEUR000000007489712000000000151980000000000000100
ACC.0007                        CJPY000000001335074000000000000905000000000000100
ACC.0012                        DJPY000000003766754000000000000905000000000000100
ACC.0021                        CEUR000000000340921000000000151980000000000000100
ACC.0027                        CEUR000000009482731000000000151980000000000000100
ACC.0016                        DUSD000000000583349000000000139125000000000000100
ACC.0038                        CEUR000000000689147000000000151980000000000000100
ACC.0002                        DEUR000000004889570000000000151980000000000000100
ACC.0032                        CUSD000000002181317000000000139125000000000000100
ACC.0009                        DKRW000000008846855000000000000001000000000000001
ACC.0037                        CKRW000000007887565000000000000001000000000000001
ACC.0017                        DUSD000000003913384000000000139125000000000000100
ACC.0006                        CUSD000000007249521000000000139125000000000000100
ACC.0025                        DJPY000000006553089000000000000905000000000000100
ACC.0033                        CJPY000000008937879000000000000905000000000000100
ACC.0012                        DUSD000000002560793000000000139125000000000000100
ACC.0011                        CKRW000000002712168000000000000001000000000000001
ACC.0001                        DJPY000000004678013000000000000905000000000000100
ACC.0014                        DJPY000000002782538000000000000905000000000000100
ACC.0010                        CJPY000000005412232000000000000905000000000000100
ACC.0025                        CUSD000000005503193000000000139125000000000000100
ACC.0039                        CJPY000000001888405000000000000905000000000000100
ACC.0001                        DEUR000000003227711000000000151980000000000000100
ACC.0004                        DUSD000000003701735000000000139125000000000000100
ACC.0007                        DEUR000000004200620000000000151980000000000000100
ACC.0026                        CUSD000000009705653000000000139125000000000000100
ACC.0007                        CUSD000000003584798000000000139125000000000000100
ACC.0038                        DKRW000000008789226000000000000001000000000000001
ACC.0016                        DEUR000000000414595000000000151980000000000000100
ACC.0038                        CUSD000000003466861000000000139125000000000000100
ACC.0001                        DKRW000000003767040000000000000001000000000000001
ACC.0009                        CKRW000000008020045000000000000001000000000000001
ACC.0022                        DJPY000000000772165000000000000905000000000000100
ACC.0013                        CJPY000000008491622000000000000905000000000000100
ACC.0018                        DUSD000000000622608000000000139125000000000000100
ACC.0027                        CJPY000000006222091000000000000905000000000000100
ACC.0022                        CUSD000000008939070000000000139125000000000000100
ACC.0002                        CEUR000000009580855000000000151980000000000000100
ACC.0029                        DKRW000000000496993000000000000001000000000000001
ACC.0025                        DEUR000000001834053000000000151980000000000000100
ACC.0010                        DEUR000000001887952000000000151980000000000000100
ACC.0037                        CUSD000000005592084000000000139125000000000000100
ACC.0027                        DUSD000000006698193000000000139125000000000000100
ACC.0025                        DEUR000000006211165000000000151980000000000000100
ACC.0037                        CUSD000000006321881000000000139125000000000000100
ACC.0023                        DUSD000000004073613000000000139125000000000000100
ACC.0032                        DKRW000000004032866000000000000001000000000000001
ACC.0003                        DJPY000000003964598000000000000905000000000000100
ACC.0020                        CJPY000000007079335000000000000905000000000000100
ACC.0006                        CJPY000000006596643000000000000905000000000000100
ACC.0002                        DJPY000000006887874000000000000905000000000000100
ACC.0016                        CJPY000000005146987000000000000905000000000000100
ACC.0038                        CKRW000000009091880000000000000001000000000000001
ACC.0016                        CJPY000000005183560000000000000905000000000000100
ACC.0005                        DJPY000000009530807000000000000905000000000000100
ACC.0007                        DUSD000000000712532000000000139125000000000000100
ACC.0003                        CUSD000000006029392000000000139125000000000000100
ACC.0020                        CEUR000000002929435000000000151980000000000000100
ACC.0023                        CKRW000000007133842000000000000001000000000000001
ACC.0024                        CKRW000000009951709000000000000001000000000000001
ACC.0029                        CUSD000000003160947000000000139125000000000000100
ACC.0022                        DEUR000000002036946000000000151980000000000000100
ACC.0014                        DKRW000000003703038000000000000001000000000000001
ACC.0027                        CJPY000000001169852000000000000905000000000000100
ACC.0024                        DEUR000000002852519000000000151980000000000000100
ACC.0012                        CEUR000000009311863000000000151980000000000000100
ACC.0034                        CUSD000000004116265000000000139125000000000000100
ACC.0030                        CJPY000000003989331000000000000905000000000000100
ACC.0035                        CEUR000000006958885000000000151980000000000000100
ACC.0030                        CEUR000000005501442000000000151980000000000000100
ACC.0040                        DJPY000000006330376000000000000905000000000000100
ACC.0035                        CJPY000000009588388000000000000905000000000000100
ACC.0009                        CJPY000000008753843000000000000905000000000000100
ACC.0022                        CJPY000000004246625000000000000905000000000000100
ACC.0026                        CUSD000000004161385000000000139125000000000000100
ACC.0016                        DUSD000000003908604000000000139125000000000000100
ACC.0008                        CKRW000000003698243000000000000001000000000000001
ACC.0015                        DJPY000000005323387000000000000905000000000000100
ACC.0012                        DKRW000000009360151000000000000001000000000000001
ACC.0034                        DKRW000000007878501000000000000001000000000000001
ACC.0020                        DEUR000000005181118000000000151980000000000000100
ACC.0013                        CEUR000000007878328000000000151980000000000000100
ACC.0040                        DJPY000000003918539000000000000905000000000000100
ACC.0012                        CKRW000000000729804000000000000001000000000000001
ACC.0007                        DEUR000000004625548000000000151980000000000000100
ACC.0025                        CEUR000000003213861000000000151980000000000000100
ACC.0003                        CKRW000000000171603000000000000001000000000000001
ACC.0011                        CEUR000000005056673000000000151980000000000000100
ACC.0036                        CUSD000000008294149000000000139125000000000000100
ACC.0004                        DEUR000000007662302000000000151980000000000000100
ACC.0023                        CKRW000000006101499000000000000001000000000000001
ACC.0001                        CJPY000000005119165000000000000905000000000000100
ACC.0023                        CUSD000000000980057000000000139125000000000000100
ACC.0031                        DJPY000000008369891000000000000905000000000000100
ACC.0009                        CJPY000000003315946000000000000905000000000000100
ACC.0023                        CKRW000000006599426000000000000001000000000000001
ACC.0002                        DUSD000000005333203000000000139125000000000000100
ACC.0025                        CUSD000000001518169000000000139125000000000000100
ACC.0034                        DEUR000000003436904000000000151980000000000000100
ACC.0036                        DUSD000000009598708000000000139125000000000000100
ACC.0037                        DUSD000000006927504000000000139125000000000000100
ACC.0038                        CKRW000000005345168000000000000001000000000000001
ACC.0026                        CEUR000000001194653000000000151980000000000000100
ACC.0036                        DKRW000000001456497000000000000001000000000000001
ACC.0021                        CEUR000000008926706000000000151980000000000000100
ACC.0002                        DKRW000000005504694000000000000001000000000000001
ACC.0038                        CKRW000000002839392000000000000001000000000000001
ACC.0015                        CUSD000000009215952000000000139125000000000000100
ACC.0037                        CJPY000000000476500000000000000905000000000000100
ACC.0038                        CUSD000000001610575000000000139125000000000000100
ACC.0004                        CKRW000000008340105000000000000001000000000000001
ACC.0015                        CKRW000000004824640000000000000001000000000000001
ACC.0038                        CUSD000000008765039000000000139125000000000000100
ACC.0028                        CJPY000000006643076000000000000905000000000000100
ACC.0037                        DKRW000000001292353000000000000001000000000000001
ACC.0039                        CKRW000000005422756000000000000001000000000000001
ACC.0029                        CJPY000000001122127000000000000905000000000000100
ACC.0033                        DJPY000000003985461000000000000905000000000000100
ACC.0005                        CUSD000000005017012000000000139125000000000000100
ACC.0003                        DUSD000000007153909000000000139125000000000000100
ACC.0038                        DUSD000000000302750000000000139125000000000000100
ACC.0018                        DUSD000000009553076000000000139125000000000000100
ACC.0038                        DKRW000000008152066000000000000001000000000000001
ACC.0021                        DEUR000000001298559000000000151980000000000000100
ACC.0035                        DUSD000000009083806000000000139125000000000000100
ACC.0020                        CUSD000000000028116000000000139125000000000000100
ACC.0007                        DJPY000000007945202000000000000905000000000000100
ACC.0009                        CJPY000000007250285000000000000905000000000000100
ACC.0007                        CKRW000000001878275000000000000001000000000000001
ACC.0037                        DKRW000000005609992000000000000001000000000000001
ACC.0018                        CJPY000000008448726000000000000905000000000000100
ACC.0040                        DJPY000000007749816000000000000905000000000000100
ACC.0006                        CEUR000000007710876000000000151980000000000000100
ACC.0024                        CJPY000000006328200000000000000905000000000000100
ACC.0037                        DEUR000000004477366000000000151980000000000000100
ACC.0022                        CUSD000000001201667000000000139125000000000000100
ACC.0033                        DKRW000000007748835000000000000001000000000000001
ACC.0014                        DEUR000000009263291000000000151980000000000000100
ACC.0035                        CJPY000000003777789000000000000905000000000000100
ACC.0038                        CKRW000000009650649000000000000001000000000000001
ACC.0033                        DKRW000000008083198000000000000001000000000000001
ACC.0022                        DUSD000000003758618000000000139125000000000000100
ACC.0007                        DUSD000000005355974000000000139125000000000000100
ACC.0028                        DJPY000000006310189000000000000905000000000000100
ACC.0013                        DEUR000000006243012000000000151980000000000000100
ACC.0029                        DKRW000000006048272000000000000001000000000000001
ACC.0002                        DKRW000000004012281000000000000001000000000000001
ACC.0020                        DUSD000000003343221000000000139125000000000000100
ACC.0038                        CJPY000000004528009000000000000905000000000000100
ACC.0024                        CUSD000000001988737000000000139125000000000000100
ACC.0036                        CKRW000000008779778000000000000001000000000000001
ACC.0036                        DKRW000000004610095000000000000001000000000000001
ACC.0027                        CKRW000000007502121000000000000001000000000000001
ACC.0029                        CJPY000000008212484000000000000905000000000000100
ACC.0006                        DKRW000000008977235000000000000001000000000000001
ACC.0036                        CEUR000000005275214000000000151980000000000000100
ACC.0021                        CUSD000000000789550000000000139125000000000000100
ACC.0028                        DEUR000000000893294000000000151980000000000000100
ACC.0026                        CUSD000000008370021000000000139125000000000000100
ACC.0006                        DEUR000000009763282000000000151980000000000000100
ACC.0039                        DEUR000000005521142000000000151980000000000000100
ACC.0019                        CUSD000000002604496000000000139125000000000000100
ACC.0020                        DEUR000000005770942000000000151980000000000000100
ACC.0034                        DEUR000000004615184000000000151980000000000000100
ACC.0022                        CJPY000000005339494000000000000905000000000000100
ACC.0002                        DKRW000000007692246000000000000001000000000000001
ACC.0034                        DEUR000000002358105000000000151980000000000000100
ACC.0005                        DUSD000000005695950000000000139125000000000000100
ACC.0019                        CEUR000000009118578000000000151980000000000000100
ACC.0038                        CJPY000000004100382000000000000905000000000000100
ACC.0017                        CKRW000000002199252000000000000001000000000000001
ACC.0035                        DKRW000000005648511000000000000001000000000000001
ACC.0004                        CUSD000000007680207000000000139125000000000000100
ACC.0005                        DJPY000000009165897000000000000905000000000000100
ACC.0040                        DEUR000000004203204000000000151980000000000000100
ACC.0008                        DEUR000000009552997000000000151980000000000000100
ACC.0001                        DKRW000000007831088000000000000001000000000000001
ACC.0011                        DEUR000000001018727000000000151980000000000000100
ACC.0014                        CKRW000000002057378000000000000001000000000000001
ACC.0008                        DKRW000000007774782000000000000001000000000000001
ACC.0016                        CEUR000000001538313000000000151980000000000000100
ACC.0020                        DEUR000000003032667000000000151980000000000000100
ACC.0024                        DKRW000000006373706000000000000001000000000000001
ACC.0006                        CEUR000000003670209000000000151980000000000000100
ACC.0001                        DUSD000000007618663000000000139125000000000000100
ACC.0014                        DKRW000000002029234000000000000001000000000000001
ACC.0016                        CUSD000000000507060000000000139125000000000000100
ACC.0014                        DKRW000000002080340000000000000001000000000000001
ACC.0024                        DJPY000000000390730000000000000905000000000000100
ACC.0016                        DUSD000000004381187000000000139125000000000000100
ACC.0005                        CEUR000000003368194000000000151980000000000000100
ACC.0039                        CKRW000000001026160000000000000001000000000000001
ACC.0027                        CEUR000000006491899000000000151980000000000000100
ACC.0024                        CKRW000000008673525000000000000001000000000000001
ACC.0031                        CEUR000000007928824000000000151980000000000000100
ACC.0002                        DJPY000000002279716000000000000905000000000000100
ACC.0008                        CJPY000000008048386000000000000905000000000000100
ACC.0026                        DUSD000000009569534000000000139125000000000000100
ACC.0017                        DKRW000000006204800000000000000001000000000000001
ACC.0009                        DJPY000000003795630000000000000905000000000000100
ACC.0017                        CUSD000000009611229000000000139125000000000000100
ACC.0006                        DEUR000000007997307000000000151980000000000000100
ACC.0034                        DEUR000000000773709000000000151980000000000000100
ACC.0024                        CJPY000000006866680000000000000905000000000000100
ACC.0004                        DKRW000000009764954000000000000001000000000000001
ACC.0010                        DEUR000000004922688000000000151980000000000000100
ACC.0012                        CUSD000000004730694000000000139125000000000000100
ACC.0040                        CJPY000000004367192000000000000905000000000000100
ACC.0021                        CUSD000000004994290000000000139125000000000000100
ACC.0038                        DJPY000000008867848000000000000905000000000000100
ACC.0011                        DKRW000000005710646000000000000001000000000000001
ACC.0002                        CKRW000000007908234000000000000001000000000000001
ACC.0019                        CEUR000000007995622000000000151980000000000000100
ACC.0030                        CKRW000000001080683000000000000001000000000000001
ACC.0025                        DUSD000000008935685000000000139125000000000000100
ACC.0028                        CKRW000000007075671000000000000001000000000000001
ACC.0005                        CEUR000000007023809000000000151980000000000000100
ACC.0029                        CEUR000000000771710000000000151980000000000000100
ACC.0022                        DUSD000000005742912000000000139125000000000000100
ACC.0031                        DJPY000000008882989000000000000905000000000000100
ACC.0010                        DUSD000000002326092000000000139125000000000000100
ACC.0004                        DEUR000000002394212000000000151980000000000000100
ACC.0009                        DJPY000000002916447000000000000905000000000000100
ACC.0029                        DJPY000000001923423000000000000905000000000000100
ACC.0019                        DJPY000000000723832000000000000905000000000000100
ACC.0020                        CUSD000000001912324000000000139125000000000000100
ACC.0036                        CKRW000000006261273000000000000001000000000000001
ACC.0019                        DKRW000000008026971000000000000001000000000000001
ACC.0008                        CKRW000000005204790000000000000001000000000000001
ACC.0020                        CJPY000000000063406000000000000905000000000000100
ACC.0001                        CEUR000000009686179000000000151980000000000000100
ACC.0034                        CKRW000000004346528000000000000001000000000000001
ACC.0018                        CJPY000000000674811000000000000905000000000000100
ACC.0003                        DUSD000000001362776000000000139125000000000000100
ACC.0017                        CJPY000000004312399000000000000905000000000000100
ACC.0004                        CEUR000000006996152000000000151980000000000000100
ACC.0032                        CEUR000000006131625000000000151980000000000000100
ACC.0015                        CEUR000000003685336000000000151980000000000000100
ACC.0014                        CKRW000000008348422000000000000001000000000000001
ACC.0019                        CKRW000000001541962000000000000001000000000000001
ACC.0004                        CKRW000000000190558000000000000001000000000000001
ACC.0013                        CJPY000000003999168000000000000905000000000000100
ACC.0027                        DKRW000000000569241000000000000001000000000000001
ACC.0009                        DUSD000000001051160000000000139125000000000000100
ACC.0019                        DEUR000000006712198000000000151980000000000000100
ACC.0003                        DKRW000000008645290000000000000001000000000000001
ACC.0008                        CJPY000000001188484000000000000905000000000000100
ACC.0022                        CUSD000000009099247000000000139125000000000000100
ACC.0020                        DUSD000000004032986000000000139125000000000000100
ACC.0037                        DJPY000000006383459000000000000905000000000000100
ACC.0001                        DUSD000000000918792000000000139125000000000000100
ACC.0023                        CUSD000000009221831000000000139125000000000000100
ACC.0027                        DUSD000000008437202000000000139125000000000000100
ACC.0016                        DUSD000000001480606000000000139125000000000000100
ACC.0001                        CJPY000000003510270000000000000905000000000000100
ACC.0013                        CKRW000000001951290000000000000001000000000000001
ACC.0036                        DUSD000000006864667000000000139125000000000000100
ACC.0033                        CKRW000000002550855000000000000001000000000000001
ACC.0040                        DUSD000000001447883000000000139125000000000000100
ACC.0004                        CUSD000000005708132000000000139125000000000000100
ACC.0025                        CKRW000000007796677000000000000001000000000000001
ACC.0008                        DUSD000000008994882000000000139125000000000000100
ACC.0010                        DKRW000000005310227000000000000001000000000000001
ACC.0031                        DKRW000000004580961000000000000001000000000000001
ACC.0039                        CKRW000000003527827000000000000001000000000000001
ACC.0019                        CEUR000000006906588000000000151980000000000000100
ACC.0032                        CUSD000000000266078000000000139125000000000000100
ACC.0018                        CKRW000000006481831000000000000001000000000000001
ACC.0006                        DUSD000000004273896000000000139125000000000000100
ACC.0040                        CEUR000000009172729000000000151980000000000000100
ACC.0003                        DKRW000000001244522000000000000001000000000000001
ACC.0037                        CJPY000000008209899000000000000905000000000000100
ACC.0026                        CUSD000000008657421000000000139125000000000000100
ACC.0005                        CJPY000000008574851000000000000905000000000000100
ACC.0005                        CKRW000000009486544000000000000001000000000000001
ACC.0026                        DJPY000000005630331000000000000905000000000000100
ACC.0037                        CKRW000000000213385000000000000001000000000000001
ACC.0034                        CEUR000000009698345000000000151980000000000000100
ACC.0027                        DEUR000000007098515000000000151980000000000000100
ACC.0030                        CKRW000000001081207000000000000001000000000000001
ACC.0014                        CEUR000000008691336000000000151980000000000000100
ACC.0025                        CJPY000000007734781000000000000905000000000000100
ACC.0031                        DUSD000000009476286000000000139125000000000000100
ACC.0007                        CEUR000000004145695000000000151980000000000000100
ACC.0039                        CEUR000000008133139000000000151980000000000000100
ACC.0036                        CJPY000000008448386000000000000905000000000000100
ACC.0035                        CJPY000000003104453000000000000905000000000000100
ACC.0014                        DJPY000000000304466000000000000905000000000000100
ACC.0004                        CJPY000000008781508000000000000905000000000000100
ACC.0030                        DUSD000000002439401000000000139125000000000000100
ACC.0019                        DUSD000000007767503000000000139125000000000000100
ACC.0035                        CKRW000000000601099000000000000001000000000000001
ACC.0029                        CUSD000000008556199000000000139125000000000000100
ACC.0033                        DEUR000000003899675000000000151980000000000000100
ACC.0038                        DJPY000000000682239000000000000905000000000000100
ACC.0027                        DKRW000000002640358000000000000001000000000000001
ACC.0030                        CKRW000000004230954000000000000001000000000000001
ACC.0011                        CJPY000000009874768000000000000905000000000000100
ACC.0025                        DJPY000000008136639000000000000905000000000000100
ACC.0012                        CEUR000000008549389000000000151980000000000000100
ACC.0024                        DJPY000000004902082000000000000905000000000000100
ACC.0026                        DEUR000000001608777000000000151980000000000000100
ACC.0021                        DEUR000000001861670000000000151980000000000000100
ACC.0014                        CUSD000000008670479000000000139125000000000000100
ACC.0026                        CKRW000000008032070000000000000001000000000000001
ACC.0020                        CEUR000000006045831000000000151980000000000000100
ACC.0008                        CUSD000000007432226000000000139125000000000000100
ACC.0030                        DKRW000000002261613000000000000001000000000000001
ACC.0030                        CKRW000000004037133000000000000001000000000000001
ACC.0026                        CKRW000000001471471000000000000001000000000000001
ACC.0018                        CUSD000000004745603000000000139125000000000000100
ACC.0031                        CJPY000000001507230000000000000905000000000000100
ACC.0032                        DJPY000000009758290000000000000905000000000000100
ACC.0035                        DKRW000000006819753000000000000001000000000000001
ACC.0010                        CKRW000000004472396000000000000001000000000000001
